Speaker,Language,Text,ID_unigram_coupe,ID_unigram_esidaine,ID_bigram_coupe,ID_bigram_esidaine,ID_trigram_esidaine,ID_4gram_esidaine,IR_unigram_esidaine,IR_bigram_esidaine,IR_trigram_esidaine,IR_4gram_esidaine,SR_unigram_esidaine,SR_bigram_esidaine,SR_trigram_esidaine,SR_4gram_esidaine,phones_ID_unigram_esidaine,phones_IR_unigram_esidaine,phones_SR_unigram_esidaine,phones_ID_bigram_esidaine,phones_IR_bigram_esidaine,phones_SR_bigram_esidaine,phones_ID_trigram_esidaine,phones_IR_trigram_esidaine,phones_SR_trigram_esidaine,phones_ID_4gram_esidaine,phones_IR_4gram_esidaine,phones_SR_4gram_esidaine,sylls_ID_unigram_esidaine,sylls_IR_unigram_esidaine,sylls_SR_unigram_esidaine,sylls_ID_bigram_esidaine,sylls_IR_bigram_esidaine,sylls_SR_bigram_esidaine,sylls_ID_trigram_esidaine,sylls_IR_trigram_esidaine,sylls_SR_trigram_esidaine,sylls_ID_4gram_esidaine,sylls_IR_4gram_esidaine,sylls_SR_4gram_esidaine
ENG_fa,ENG,O2,9.51,8.223,7.09,8.664,8.8,8.709,55.785,58.778,59.699,59.083,6.784,6.784,6.784,6.784,4.852,83.289,17.164,3.614,62.036,17.164,3.824,65.644,17.164,4.358,74.806,17.164,8.221,46.85,5.699,8.652,49.307,5.699,8.783,50.054,5.699,8.698,49.57,5.699
ENG_fa,ENG,O3,9.51,8.223,7.09,8.664,8.8,8.709,61.921,65.244,66.265,65.582,7.531,7.531,7.531,7.531,4.852,87.239,17.978,3.614,64.978,17.978,3.824,68.757,17.978,4.358,78.355,17.978,8.221,51.312,6.242,8.652,54.003,6.242,8.783,54.821,6.242,8.698,54.291,6.242
ENG_fa,ENG,O4,9.51,8.223,7.09,8.664,8.8,8.709,48.542,51.146,51.947,51.412,5.903,5.903,5.903,5.903,4.852,73.496,15.146,3.614,54.742,15.146,3.824,57.926,15.146,4.358,66.011,15.146,8.221,43.14,5.247,8.652,45.402,5.247,8.783,46.09,5.247,8.698,45.645,5.247
ENG_fa,ENG,O6,9.51,8.223,7.09,8.664,8.8,8.709,48.332,50.926,51.723,51.19,5.878,5.878,5.878,5.878,4.852,73.866,15.222,3.614,55.018,15.222,3.824,58.217,15.222,4.358,66.343,15.222,8.221,40.888,4.974,8.652,43.033,4.974,8.783,43.685,4.974,8.698,43.263,4.974
ENG_fa,ENG,O8,9.51,8.223,7.09,8.664,8.8,8.709,54.818,57.759,58.664,58.059,6.667,6.667,6.667,6.667,4.852,81.692,16.835,3.614,60.846,16.835,3.824,64.385,16.835,4.358,73.372,16.835,8.221,45.396,5.522,8.652,47.776,5.522,8.783,48.501,5.522,8.698,48.032,5.522
ENG_fa,ENG,O9,9.51,8.223,7.09,8.664,8.8,8.709,55.846,58.843,59.765,59.148,6.792,6.792,6.792,6.792,4.852,78.923,16.265,3.614,58.784,16.265,3.824,62.203,16.265,4.358,70.885,16.265,8.221,44.815,5.451,8.652,47.165,5.451,8.783,47.881,5.451,8.698,47.418,5.451
ENG_fa,ENG,P1,9.51,8.223,7.09,8.664,8.8,8.709,54.602,57.532,58.433,57.83,6.64,6.64,6.64,6.64,4.852,79.737,16.432,3.614,59.39,16.432,3.824,62.844,16.432,4.358,71.616,16.432,8.221,48.577,5.909,8.652,51.124,5.909,8.783,51.899,5.909,8.698,51.398,5.909
ENG_fa,ENG,P2,9.51,8.223,7.09,8.664,8.8,8.709,49.667,52.332,53.152,52.604,6.04,6.04,6.04,6.04,4.852,77.51,15.973,3.614,57.731,15.973,3.824,61.089,15.973,4.358,69.616,15.973,8.221,41.381,5.034,8.652,43.551,5.034,8.783,44.211,5.034,8.698,43.784,5.034
ENG_fa,ENG,P3,9.51,8.223,7.09,8.664,8.8,8.709,51.392,54.149,54.997,54.43,6.25,6.25,6.25,6.25,4.852,79.142,16.31,3.614,58.947,16.31,3.824,62.375,16.31,4.358,71.082,16.31,8.221,44.041,5.357,8.652,46.351,5.357,8.783,47.054,5.357,8.698,46.599,5.357
ENG_fb,ENG,Q0,9.51,8.223,7.09,8.664,8.8,8.709,63.156,66.545,67.587,66.89,7.681,7.681,7.681,7.681,4.852,88.061,18.148,3.614,65.59,18.148,3.824,69.405,18.148,4.358,79.092,18.148,8.221,53.239,6.476,8.652,56.03,6.476,8.783,56.88,6.476,8.698,56.33,6.476
ENG_fb,ENG,Q1,9.51,8.223,7.09,8.664,8.8,8.709,57.663,60.758,61.709,61.073,7.013,7.013,7.013,7.013,4.852,83.085,17.122,3.614,61.884,17.122,3.824,65.483,17.122,4.358,74.623,17.122,8.221,46.421,5.647,8.652,48.855,5.647,8.783,49.596,5.647,8.698,49.117,5.647
ENG_fc,ENG,P0,9.51,8.223,7.09,8.664,8.8,8.709,62.241,65.581,66.608,65.921,7.569,7.569,7.569,7.569,4.852,94.354,19.444,3.614,70.278,19.444,3.824,74.365,19.444,4.358,84.745,19.444,8.221,51.382,6.25,8.652,54.076,6.25,8.783,54.896,6.25,8.698,54.365,6.25
ENG_fc,ENG,P8,9.51,8.223,7.09,8.664,8.8,8.709,73.945,77.913,79.133,78.317,8.993,8.993,8.993,8.993,4.852,98.184,20.234,3.614,73.131,20.234,3.824,77.384,20.234,4.358,88.185,20.234,8.221,55.448,6.745,8.652,58.355,6.745,8.783,59.24,6.745,8.698,58.667,6.745
ENG_fc,ENG,P9,9.51,8.223,7.09,8.664,8.8,8.709,64.755,68.23,69.298,68.584,7.875,7.875,7.875,7.875,4.852,94.815,19.539,3.614,70.621,19.539,3.824,74.728,19.539,4.358,85.158,19.539,8.221,57.413,6.984,8.652,60.424,6.984,8.783,61.34,6.984,8.698,60.747,6.984
ENG_fc,ENG,Q0,9.51,8.223,7.09,8.664,8.8,8.709,65.833,69.365,70.452,69.725,8.006,8.006,8.006,8.006,4.852,91.794,18.917,3.614,68.37,18.917,3.824,72.347,18.917,4.358,82.445,18.917,8.221,55.495,6.75,8.652,58.405,6.75,8.783,59.291,6.75,8.698,58.718,6.75
ENG_fc,ENG,Q1,9.51,8.223,7.09,8.664,8.8,8.709,64.148,67.591,68.649,67.941,7.801,7.801,7.801,7.801,4.852,92.428,19.048,3.614,68.843,19.048,3.824,72.847,19.048,4.358,83.015,19.048,8.221,51.642,6.282,8.652,54.35,6.282,8.783,55.174,6.282,8.698,54.641,6.282
ENG_fd,ENG,O1,9.51,8.223,7.09,8.664,8.8,8.709,69.724,73.466,74.616,73.847,8.48,8.48,8.48,8.48,4.852,96.009,19.786,3.614,71.51,19.786,3.824,75.669,19.786,4.358,86.231,19.786,8.221,56.089,6.823,8.652,59.03,6.823,8.783,59.925,6.823,8.698,59.346,6.823
ENG_fd,ENG,O2,9.51,8.223,7.09,8.664,8.8,8.709,67.621,71.249,72.365,71.619,8.224,8.224,8.224,8.224,4.852,100.96,20.806,3.614,75.198,20.806,3.824,79.572,20.806,4.358,90.678,20.806,8.221,56.79,6.908,8.652,59.768,6.908,8.783,60.674,6.908,8.698,60.088,6.908
ENG_fd,ENG,O3,9.51,8.223,7.09,8.664,8.8,8.709,75.681,79.742,80.991,80.156,9.204,9.204,9.204,9.204,4.852,106.626,21.973,3.614,79.418,21.973,3.824,84.037,21.973,4.358,95.767,21.973,8.221,62.715,7.629,8.652,66.003,7.629,8.783,67.004,7.629,8.698,66.356,7.629
ENG_fd,ENG,O4,9.51,8.223,7.09,8.664,8.8,8.709,59.637,62.837,63.821,63.163,7.253,7.253,7.253,7.253,4.852,90.295,18.608,3.614,67.255,18.608,3.824,71.166,18.608,4.358,81.099,18.608,8.221,53.0,6.447,8.652,55.779,6.447,8.783,56.625,6.447,8.698,56.078,6.447
ENG_fd,ENG,O6,9.51,8.223,7.09,8.664,8.8,8.709,60.736,63.995,64.997,64.327,7.386,7.386,7.386,7.386,4.852,92.822,19.129,3.614,69.137,19.129,3.824,73.157,19.129,4.358,83.369,19.129,8.221,51.382,6.25,8.652,54.076,6.25,8.783,54.896,6.25,8.698,54.365,6.25
ENG_fd,ENG,O8,9.51,8.223,7.09,8.664,8.8,8.709,67.668,71.299,72.415,71.669,8.229,8.229,8.229,8.229,4.852,100.841,20.781,3.614,75.11,20.781,3.824,79.478,20.781,4.358,90.571,20.781,8.221,56.037,6.816,8.652,58.976,6.816,8.783,59.87,6.816,8.698,59.291,6.816
ENG_fd,ENG,O9,9.51,8.223,7.09,8.664,8.8,8.709,66.481,70.048,71.145,70.412,8.085,8.085,8.085,8.085,4.852,93.952,19.362,3.614,69.978,19.362,3.824,74.048,19.362,4.358,84.384,19.362,8.221,53.349,6.489,8.652,56.147,6.489,8.783,56.998,6.489,8.698,56.447,6.489
ENG_fe,ENG,O1,9.51,8.223,7.09,8.664,8.8,8.709,64.216,67.662,68.722,68.013,7.81,7.81,7.81,7.81,4.852,88.425,18.223,3.614,65.862,18.223,3.824,69.692,18.223,4.358,79.419,18.223,8.221,51.658,6.284,8.652,54.367,6.284,8.783,55.192,6.284,8.698,54.658,6.284
ENG_fe,ENG,O2,9.51,8.223,7.09,8.664,8.8,8.709,57.541,60.629,61.579,60.944,6.998,6.998,6.998,6.998,4.852,85.912,17.705,3.614,63.99,17.705,3.824,67.711,17.705,4.358,77.162,17.705,8.221,48.325,5.878,8.652,50.859,5.878,8.783,51.631,5.878,8.698,51.131,5.878
ENG_fe,ENG,O3,9.51,8.223,7.09,8.664,8.8,8.709,67.161,70.765,71.873,71.132,8.168,8.168,8.168,8.168,4.852,94.622,19.5,3.614,70.477,19.5,3.824,74.576,19.5,4.358,84.985,19.5,8.221,55.654,6.77,8.652,58.572,6.77,8.783,59.46,6.77,8.698,58.886,6.77
ENG_fe,ENG,O4,9.51,8.223,7.09,8.664,8.8,8.709,56.025,59.031,59.956,59.338,6.813,6.813,6.813,6.813,4.852,84.827,17.481,3.614,63.181,17.481,3.824,66.856,17.481,4.358,76.188,17.481,8.221,49.79,6.056,8.652,52.401,6.056,8.783,53.196,6.056,8.698,52.681,6.056
ENG_ff,ENG,O6,9.51,8.223,7.09,8.664,8.8,8.709,55.386,58.358,59.272,58.661,6.736,6.736,6.736,6.736,4.852,84.646,17.444,3.614,63.047,17.444,3.824,66.714,17.444,4.358,76.025,17.444,8.221,46.856,5.699,8.652,49.313,5.699,8.783,50.06,5.699,8.698,49.577,5.699
ENG_ff,ENG,O8,9.51,8.223,7.09,8.664,8.8,8.709,57.287,60.361,61.306,60.674,6.967,6.967,6.967,6.967,4.852,85.371,17.593,3.614,63.587,17.593,3.824,67.285,17.593,4.358,76.676,17.593,8.221,47.44,5.771,8.652,49.928,5.771,8.783,50.685,5.771,8.698,50.195,5.771
ENG_ff,ENG,O9,9.51,8.223,7.09,8.664,8.8,8.709,59.973,63.191,64.181,63.519,7.294,7.294,7.294,7.294,4.852,84.756,17.466,3.614,63.128,17.466,3.824,66.8,17.466,4.358,76.124,17.466,8.221,48.127,5.854,8.652,50.651,5.854,8.783,51.419,5.854,8.698,50.922,5.854
ENG_ff,ENG,P0,9.51,8.223,7.09,8.664,8.8,8.709,55.121,58.079,58.989,58.38,6.704,6.704,6.704,6.704,4.852,83.561,17.22,3.614,62.238,17.22,3.824,65.858,17.22,4.358,75.05,17.22,8.221,45.504,5.535,8.652,47.89,5.535,8.783,48.616,5.535,8.698,48.146,5.535
ENG_ff,ENG,P1,9.51,8.223,7.09,8.664,8.8,8.709,61.683,64.993,66.011,65.33,7.502,7.502,7.502,7.502,4.852,90.078,18.563,3.614,67.093,18.563,3.824,70.995,18.563,4.358,80.904,18.563,8.221,54.877,6.675,8.652,57.754,6.675,8.783,58.63,6.675,8.698,58.063,6.675
ENG_ff,ENG,P2,9.51,8.223,7.09,8.664,8.8,8.709,55.309,58.277,59.19,58.58,6.726,6.726,6.726,6.726,4.852,86.315,17.788,3.614,64.29,17.788,3.824,68.029,17.788,4.358,77.524,17.788,8.221,46.082,5.605,8.652,48.499,5.605,8.783,49.234,5.605,8.698,48.758,5.605
ENG_ff,ENG,P3,9.51,8.223,7.09,8.664,8.8,8.709,52.903,55.742,56.615,56.031,6.434,6.434,6.434,6.434,4.852,81.469,16.789,3.614,60.681,16.789,3.824,64.21,16.789,4.358,73.172,16.789,8.221,45.337,5.515,8.652,47.714,5.515,8.783,48.438,5.515,8.698,47.969,5.515
ENG_ff,ENG,P8,9.51,8.223,7.09,8.664,8.8,8.709,63.99,67.423,68.479,67.773,7.782,7.782,7.782,7.782,4.852,84.966,17.51,3.614,63.285,17.51,3.824,66.965,17.51,4.358,76.312,17.51,8.221,47.983,5.837,8.652,50.499,5.837,8.783,51.265,5.837,8.698,50.769,5.837
ENG_ff,ENG,P9,9.51,8.223,7.09,8.664,8.8,8.709,56.671,59.712,60.647,60.022,6.892,6.892,6.892,6.892,4.852,82.978,17.1,3.614,61.805,17.1,3.824,65.399,17.1,4.358,74.527,17.1,8.221,50.246,6.112,8.652,52.88,6.112,8.783,53.682,6.112,8.698,53.163,6.112
ENG_fg,ENG,P0,9.51,8.223,7.09,8.664,8.8,8.709,56.087,59.097,60.022,59.403,6.821,6.821,6.821,6.821,4.852,85.025,17.522,3.614,63.329,17.522,3.824,67.012,17.522,4.358,76.366,17.522,8.221,46.301,5.632,8.652,48.729,5.632,8.783,49.468,5.632,8.698,48.99,5.632
ENG_fg,ENG,P1,9.51,8.223,7.09,8.664,8.8,8.709,62.437,65.788,66.818,66.129,7.593,7.593,7.593,7.593,4.852,91.179,18.79,3.614,67.913,18.79,3.824,71.863,18.79,4.358,81.893,18.79,8.221,55.548,6.757,8.652,58.46,6.757,8.783,59.347,6.757,8.698,58.773,6.757
ENG_fg,ENG,P2,9.51,8.223,7.09,8.664,8.8,8.709,56.665,59.705,60.64,60.015,6.891,6.891,6.891,6.891,4.852,88.43,18.224,3.614,65.865,18.224,3.824,69.696,18.224,4.358,79.424,18.224,8.221,47.211,5.743,8.652,49.687,5.743,8.783,50.44,5.743,8.698,49.953,5.743
ENG_fg,ENG,P3,9.51,8.223,7.09,8.664,8.8,8.709,58.534,61.675,62.641,61.995,7.119,7.119,7.119,7.119,4.852,90.141,18.576,3.614,67.14,18.576,3.824,71.044,18.576,4.358,80.961,18.576,8.221,50.162,6.102,8.652,52.793,6.102,8.783,53.593,6.102,8.698,53.075,6.102
ENG_fg,ENG,P8,9.51,8.223,7.09,8.664,8.8,8.709,67.069,70.668,71.775,71.035,8.157,8.157,8.157,8.157,4.852,89.055,18.352,3.614,66.33,18.352,3.824,70.188,18.352,4.358,79.985,18.352,8.221,50.292,6.117,8.652,52.929,6.117,8.783,53.732,6.117,8.698,53.212,6.117
ENG_fg,ENG,P9,9.51,8.223,7.09,8.664,8.8,8.709,57.76,60.86,61.813,61.175,7.025,7.025,7.025,7.025,4.852,84.573,17.429,3.614,62.992,17.429,3.824,66.656,17.429,4.358,75.96,17.429,8.221,51.211,6.229,8.652,53.897,6.229,8.783,54.714,6.229,8.698,54.185,6.229
ENG_fg,ENG,Q1,9.51,8.223,7.09,8.664,8.8,8.709,61.055,64.332,65.339,64.665,7.425,7.425,7.425,7.425,4.852,87.972,18.129,3.614,65.524,18.129,3.824,69.335,18.129,4.358,79.012,18.129,8.221,49.152,5.979,8.652,51.729,5.979,8.783,52.514,5.979,8.698,52.006,5.979
ENG_fh,ENG,Q0,9.51,8.223,7.09,8.664,8.8,8.709,51.997,54.787,55.645,55.071,6.324,6.324,6.324,6.324,4.852,72.502,14.941,3.614,54.001,14.941,3.824,57.142,14.941,4.358,65.118,14.941,8.221,43.832,5.332,8.652,46.13,5.332,8.783,46.83,5.332,8.698,46.377,5.332
ENG_fi,ENG,O1,9.51,8.223,7.09,8.664,8.8,8.709,57.184,60.252,61.196,60.565,6.954,6.954,6.954,6.954,4.852,78.741,16.227,3.614,58.649,16.227,3.824,62.06,16.227,4.358,70.722,16.227,8.221,46.001,5.596,8.652,48.413,5.596,8.783,49.147,5.596,8.698,48.672,5.596
ENG_fi,ENG,O2,9.51,8.223,7.09,8.664,8.8,8.709,50.726,53.448,54.285,53.725,6.169,6.169,6.169,6.169,4.852,75.736,15.608,3.614,56.41,15.608,3.824,59.691,15.608,4.358,68.023,15.608,8.221,42.601,5.182,8.652,44.835,5.182,8.783,45.515,5.182,8.698,45.075,5.182
ENG_fi,ENG,O3,9.51,8.223,7.09,8.664,8.8,8.709,60.126,63.353,64.345,63.681,7.312,7.312,7.312,7.312,4.852,84.711,17.457,3.614,63.095,17.457,3.824,66.764,17.457,4.358,76.083,17.457,8.221,49.825,6.061,8.652,52.437,6.061,8.783,53.232,6.061,8.698,52.718,6.061
ENG_fi,ENG,O4,9.51,8.223,7.09,8.664,8.8,8.709,47.191,49.723,50.502,49.981,5.739,5.739,5.739,5.739,4.852,71.451,14.725,3.614,53.219,14.725,3.824,56.314,14.725,4.358,64.174,14.725,8.221,41.939,5.101,8.652,44.139,5.101,8.783,44.808,5.101,8.698,44.375,5.101
ENG_fi,ENG,O6,9.51,8.223,7.09,8.664,8.8,8.709,49.99,52.672,53.497,52.945,6.08,6.08,6.08,6.08,4.852,76.399,15.744,3.614,56.904,15.744,3.824,60.214,15.744,4.358,68.618,15.744,8.221,42.291,5.144,8.652,44.508,5.144,8.783,45.183,5.144,8.698,44.746,5.144
ENG_fi,ENG,O8,9.51,8.223,7.09,8.664,8.8,8.709,52.826,55.66,56.532,55.949,6.424,6.424,6.424,6.424,4.852,78.723,16.223,3.614,58.635,16.223,3.824,62.045,16.223,4.358,70.706,16.223,8.221,43.746,5.321,8.652,46.04,5.321,8.783,46.738,5.321,8.698,46.286,5.321
ENG_fi,ENG,O9,9.51,8.223,7.09,8.664,8.8,8.709,55.401,58.374,59.288,58.677,6.738,6.738,6.738,6.738,4.852,78.294,16.135,3.614,58.315,16.135,3.824,61.707,16.135,4.358,70.32,16.135,8.221,44.458,5.408,8.652,46.789,5.408,8.783,47.499,5.408,8.698,47.039,5.408
ENG_fi,ENG,P1,9.51,8.223,7.09,8.664,8.8,8.709,55.129,58.087,58.997,58.389,6.705,6.705,6.705,6.705,4.852,80.507,16.591,3.614,59.964,16.591,3.824,63.451,16.591,4.358,72.308,16.591,8.221,49.046,5.966,8.652,51.618,5.966,8.783,52.401,5.966,8.698,51.894,5.966
ENG_fi,ENG,P2,9.51,8.223,7.09,8.664,8.8,8.709,46.427,48.918,49.684,49.172,5.646,5.646,5.646,5.646,4.852,72.452,14.931,3.614,53.965,14.931,3.824,57.103,14.931,4.358,65.074,14.931,8.221,38.681,4.705,8.652,40.71,4.705,8.783,41.327,4.705,8.698,40.927,4.705
ENG_fi,ENG,P3,9.51,8.223,7.09,8.664,8.8,8.709,49.28,51.924,52.737,52.193,5.993,5.993,5.993,5.993,4.852,75.889,15.639,3.614,56.525,15.639,3.824,59.812,15.639,4.358,68.16,15.639,8.221,42.231,5.137,8.652,44.446,5.137,8.783,45.12,5.137,8.698,44.684,5.137
ENG_fj,ENG,P0,9.51,8.223,7.09,8.664,8.8,8.709,48.369,50.964,51.762,51.228,5.882,5.882,5.882,5.882,4.852,73.324,15.111,3.614,54.614,15.111,3.824,57.79,15.111,4.358,65.857,15.111,8.221,39.93,4.857,8.652,42.023,4.857,8.783,42.661,4.857,8.698,42.248,4.857
ENG_fj,ENG,P8,9.51,8.223,7.09,8.664,8.8,8.709,59.327,62.51,63.489,62.834,7.215,7.215,7.215,7.215,4.852,78.774,16.234,3.614,58.673,16.234,3.824,62.086,16.234,4.358,70.751,16.234,8.221,44.486,5.411,8.652,46.819,5.411,8.783,47.529,5.411,8.698,47.069,5.411
ENG_fj,ENG,P9,9.51,8.223,7.09,8.664,8.8,8.709,51.09,53.832,54.675,54.111,6.213,6.213,6.213,6.213,4.852,74.807,15.416,3.614,55.718,15.416,3.824,58.959,15.416,4.358,67.188,15.416,8.221,45.298,5.51,8.652,47.673,5.51,8.783,48.396,5.51,8.698,47.928,5.51
ENG_fj,ENG,Q0,9.51,8.223,7.09,8.664,8.8,8.709,59.357,62.542,63.521,62.866,7.219,7.219,7.219,7.219,4.852,82.764,17.056,3.614,61.645,17.056,3.824,65.23,17.056,4.358,74.335,17.056,8.221,50.036,6.086,8.652,52.66,6.086,8.783,53.458,6.086,8.698,52.942,6.086
ENG_fj,ENG,Q1,9.51,8.223,7.09,8.664,8.8,8.709,52.111,54.907,55.767,55.192,6.337,6.337,6.337,6.337,4.852,75.084,15.473,3.614,55.925,15.473,3.824,59.177,15.473,4.358,67.437,15.473,8.221,41.951,5.103,8.652,44.151,5.103,8.783,44.82,5.103,8.698,44.387,5.103
EUS_F1(Am),EUS,O1,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F1(Am),EUS,O2,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F1(Am),EUS,O3,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F1(Am),EUS,O4,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F1(Am),EUS,O6,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F1(Am),EUS,O8,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F1(Am),EUS,O9,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F1(Am),EUS,P0,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F1(Am),EUS,P1,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F1(Am),EUS,P2,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F1(Am),EUS,P3,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F1(Am),EUS,P8,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F1(Am),EUS,P9,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F1(Am),EUS,Q0,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F1(Am),EUS,Q1,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F2(Ux),EUS,O1,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F2(Ux),EUS,O2,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F2(Ux),EUS,O3,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F2(Ux),EUS,O4,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F2(Ux),EUS,O6,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F2(Ux),EUS,O8,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F2(Ux),EUS,O9,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F2(Ux),EUS,P0,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F2(Ux),EUS,P1,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F2(Ux),EUS,P2,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F2(Ux),EUS,P3,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F2(Ux),EUS,P8,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F2(Ux),EUS,P9,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F2(Ux),EUS,Q0,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F2(Ux),EUS,Q1,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F3(En),EUS,O1,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F3(En),EUS,O2,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F3(En),EUS,O3,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F3(En),EUS,O4,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F3(En),EUS,O6,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F3(En),EUS,O8,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F3(En),EUS,O9,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F3(En),EUS,P0,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F3(En),EUS,P1,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F3(En),EUS,P2,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F3(En),EUS,P3,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F3(En),EUS,P8,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F3(En),EUS,P9,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F3(En),EUS,Q0,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F3(En),EUS,Q1,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F4(Ux2),EUS,O1,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F4(Ux2),EUS,O2,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F4(Ux2),EUS,O3,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F4(Ux2),EUS,O4,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F4(Ux2),EUS,O6,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F4(Ux2),EUS,O8,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F4(Ux2),EUS,O9,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F4(Ux2),EUS,P0,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F4(Ux2),EUS,P1,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F4(Ux2),EUS,P2,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F4(Ux2),EUS,P3,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F4(Ux2),EUS,P8,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F4(Ux2),EUS,P9,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUS_F4(Ux2),EUS,Q0,8.32,,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
